Founder ID,Provider ID,Score,Reason
F011,S003,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S004,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S005,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S007,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S008,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S009,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S010,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S011,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S013,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S014,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S015,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S018,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S021,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S024,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S025,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S027,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S028,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S031,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S032,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S033,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S035,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S036,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S037,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S038,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S039,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S040,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S041,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S044,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S045,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F011,S050,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F012,S037,80.0,"industry:matched, skill:matched, project:similar_0, timeline:matched"
F012,S018,60.0,"industry:matched, skill:matched, project:similar_0, timeline:not_matched"
F012,S041,60.0,"industry:matched, skill:matched, project:similar_0, timeline:not_matched"
F012,S001,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F012,S004,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F012,S012,50.0,"industry:not_matched, skill:matched, project:matched, timeline:not_matched"
F012,S024,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F012,S034,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F012,S036,50.0,"industry:not_matched, skill:matched, project:matched, timeline:not_matched"
F012,S038,50.0,"industry:not_matched, skill:matched, project:matched, timeline:not_matched"
F012,S043,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F012,S045,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F012,S008,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F012,S005,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F012,S013,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F012,S025,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F012,S028,30.0,"industry:not_matched, skill:matched, project:similar_0, timeline:not_matched"
F012,S032,30.0,"industry:not_matched, skill:matched, project:similar_0, timeline:not_matched"
F012,S042,30.0,"industry:not_matched, skill:matched, project:similar_0, timeline:not_matched"
F012,S047,30.0,"industry:not_matched, skill:matched, project:similar_0, timeline:not_matched"
F012,S048,30.0,"industry:not_matched, skill:matched, project:similar_0, timeline:not_matched"
F012,S002,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F012,S003,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F012,S006,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F012,S010,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F012,S011,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F012,S014,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F012,S015,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F012,S016,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F012,S021,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F012,S022,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F012,S023,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F012,S027,20.0,"industry:not_matched, skill:similar_0, project:matched, timeline:not_matched"
F012,S031,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F012,S033,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F012,S035,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F012,S039,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F012,S044,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F012,S049,20.0,"industry:not_matched, skill:similar_0, project:matched, timeline:not_matched"
F012,S050,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F012,S007,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F012,S009,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F012,S017,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F012,S019,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F012,S020,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F012,S026,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F012,S029,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F012,S030,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F012,S040,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F012,S046,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F013,S023,80.0,"industry:matched, skill:matched, project:similar_0, timeline:matched"
F013,S010,70.0,"industry:matched, skill:similar_0, project:matched, timeline:matched"
F013,S020,70.0,"industry:not_matched, skill:matched, project:matched, timeline:matched"
F013,S026,70.0,"industry:not_matched, skill:matched, project:matched, timeline:matched"
F013,S033,70.0,"industry:matched, skill:similar_0, project:matched, timeline:matched"
F013,S004,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S006,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F013,S007,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S016,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F013,S017,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S022,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F013,S038,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S046,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S049,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F013,S001,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F013,S005,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F013,S009,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F013,S018,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F013,S035,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F013,S037,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F013,S039,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F013,S045,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F013,S002,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S003,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S008,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S011,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S012,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S013,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S014,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S015,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S019,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S021,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S024,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S025,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S027,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S028,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S029,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S030,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S031,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S032,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S034,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S036,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S040,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S041,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S042,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S043,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S044,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S047,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S048,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F013,S050,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S002,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F014,S003,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S006,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S013,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F014,S014,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S028,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S031,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F014,S035,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F014,S049,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S050,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S017,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F014,S023,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F014,S029,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F014,S030,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F014,S034,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F014,S046,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F014,S047,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F014,S048,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F014,S001,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S004,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S005,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S007,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S008,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S009,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S010,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S011,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S012,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S015,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S016,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S018,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S019,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S020,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S021,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S022,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S024,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S025,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S026,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S027,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S032,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S033,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S036,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S037,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S038,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S039,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S040,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S041,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S042,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S043,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S044,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F014,S045,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F015,S001,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F015,S014,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F015,S034,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F015,S044,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F015,S005,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S013,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S018,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S024,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S025,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S037,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S041,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S045,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S008,20.0,"industry:not_matched, skill:similar_0, project:matched, timeline:not_matched"
F015,S010,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F015,S012,20.0,"industry:not_matched, skill:similar_0, project:matched, timeline:not_matched"
F015,S021,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F015,S023,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F015,S027,20.0,"industry:not_matched, skill:similar_0, project:matched, timeline:not_matched"
F015,S031,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F015,S035,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F015,S036,20.0,"industry:not_matched, skill:similar_0, project:matched, timeline:not_matched"
F015,S038,20.0,"industry:not_matched, skill:similar_0, project:matched, timeline:not_matched"
F015,S049,20.0,"industry:not_matched, skill:similar_0, project:matched, timeline:not_matched"
F015,S002,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S003,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S004,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S006,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S007,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S009,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S011,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S015,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S016,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S017,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S019,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S020,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S022,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S026,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S028,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S029,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S030,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S032,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S033,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S039,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S040,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S042,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S043,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S046,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S047,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S048,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F015,S050,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F016,S028,100.0,"industry:matched, skill:matched, project:matched, timeline:matched"
F016,S006,70.0,"industry:matched, skill:similar_0, project:matched, timeline:matched"
F016,S042,70.0,"industry:not_matched, skill:matched, project:matched, timeline:matched"
F016,S003,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S004,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F016,S012,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F016,S014,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S018,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F016,S032,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F016,S036,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F016,S037,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F016,S038,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F016,S041,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F016,S043,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F016,S047,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F016,S048,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F016,S049,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S050,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S015,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F016,S016,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F016,S025,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F016,S040,40.0,"industry:not_matched, skill:similar_0, project:matched, timeline:matched"
F016,S001,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S002,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S005,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S007,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S008,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S009,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S010,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S011,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S013,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S017,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S019,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S020,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S021,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S022,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S023,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S024,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S026,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S027,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S029,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S030,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S031,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S033,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S034,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S035,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S039,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S044,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S045,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F016,S046,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F017,S040,80.0,"industry:matched, skill:matched, project:matched, timeline:not_matched"
F017,S015,50.0,"industry:not_matched, skill:matched, project:matched, timeline:not_matched"
F017,S016,50.0,"industry:matched, skill:similar_0, project:matched, timeline:not_matched"
F017,S021,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F017,S031,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F017,S034,50.0,"industry:not_matched, skill:matched, project:similar_0, timeline:matched"
F017,S002,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S008,30.0,"industry:not_matched, skill:matched, project:similar_0, timeline:not_matched"
F017,S009,30.0,"industry:not_matched, skill:matched, project:similar_0, timeline:not_matched"
F017,S024,30.0,"industry:not_matched, skill:matched, project:similar_0, timeline:not_matched"
F017,S027,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S029,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S032,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S033,30.0,"industry:not_matched, skill:matched, project:similar_0, timeline:not_matched"
F017,S036,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S039,30.0,"industry:matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S001,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F017,S006,20.0,"industry:not_matched, skill:similar_0, project:matched, timeline:not_matched"
F017,S010,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F017,S014,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F017,S023,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F017,S025,20.0,"industry:not_matched, skill:similar_0, project:matched, timeline:not_matched"
F017,S028,20.0,"industry:not_matched, skill:similar_0, project:matched, timeline:not_matched"
F017,S035,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F017,S042,20.0,"industry:not_matched, skill:similar_0, project:matched, timeline:not_matched"
F017,S044,20.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:matched"
F017,S003,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S004,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S005,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S007,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S011,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S012,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S013,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S017,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S018,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S019,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S020,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S022,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S026,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S030,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S037,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S038,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S041,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S043,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S045,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S046,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S047,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S048,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S049,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F017,S050,0.0,"industry:not_matched, skill:similar_0, project:similar_0, timeline:not_matched"
F018,S044,80.0,"industry:matched, skill:matched, project:similar_0, timeline:matched"
F018,S011,70.0,"industry:matched, skill:similar_0, project:matched, timeline:matched"
F018,S008,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
F018,S009,50.0,"industry:matched, skill:similar_0, project:similar_0, timeline:matched"
